fecha_vacuna;zona;provincia;sexo;gedad;nom_vacuna;primera;segunda
4/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;0;13
4/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;7
4/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;18;0
5/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;25;0
5/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;14;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;16;0
5/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;15;0
5/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;9;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;11;0
5/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;8;0
5/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;2;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;9;0
5/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;5;0
5/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;2;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;3;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;2;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;4;0
5/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;2;0
5/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
5/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
8/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
8/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
8/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
8/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;4;0
8/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;2;0
8/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;1;0
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;4;12
12/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;2;12
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;2
12/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;2
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
12/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;0;1
12/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;4;1
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;6
12/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;5
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;8
12/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
12/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;3
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
12/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;3
12/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;5
12/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;6
12/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;0;1
13/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
15/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;6;0
15/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;7;0
15/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
15/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
17/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;5;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
17/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;2;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;21;0
17/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;16;0
17/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;7;0
17/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;15;0
17/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;11;0
17/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;11;0
17/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;8;0
17/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;6;0
17/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;4;0
17/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;11;0
17/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;6;0
17/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
17/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;3
19/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;0;10
19/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;0;6
19/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;3
19/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;0;5
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;10
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;3
19/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;0;4
19/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;0;3
19/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;4
19/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;0;4
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;20
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;7;11
19/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;3;5
19/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;5
19/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;4
19/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;0;2
19/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;0;1
19/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;5
19/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;0;3
19/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;0;2
19/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
20/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;29;0
20/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;13;0
20/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;3;0
20/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;8;0
20/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;44;0
20/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;18;0
20/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;4;0
20/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;17;0
20/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;7;0
20/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
22/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;1;0
23/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;23;3
23/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;38;0
23/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;26;0
23/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;15;3
23/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;33;0
23/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;12;0
23/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
23/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
24/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;3;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
25/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;2;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;3;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;4;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;11;0
25/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;4;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;3;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;3;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
25/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
25/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;2;0
26/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;1
26/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;3
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;2
26/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;1
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;1
26/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;6;0
26/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;2;0
26/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;2;0
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;6;0
26/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;6;0
26/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;5;0
26/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;2
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;1
26/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;3
26/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;0;2
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;2
26/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;2
26/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;1
26/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
26/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
29/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
29/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;1
29/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;1
29/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;1
29/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;0;3
29/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;2
29/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;8;0
29/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;1;0
29/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;9;0
29/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;10;0
29/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
29/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;3;0
29/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;2;0
29/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;5;0
29/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;1;0
29/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;3;0
30/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
30/3/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;10;0
30/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;33;0
30/3/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;26;0
30/3/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;12;0
30/3/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;47;0
30/3/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;44;0
30/3/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
